Stock,Institution Name,Client Name,Exchange,Deal type,Action,Date,Avg Price,Quantity,Percentage Traded
Ion Exchange (India) Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,09 Jun 2021,1984.49,"120,000",0.08%
Globus Spirits Ltd.,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,Sell,07 Jun 2021,361.47,"196,000",0.68%
Globus Spirits Ltd.,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,Sell,04 Jun 2021,354.39,"200,000",0.69%
Globus Spirits Ltd.,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,Sell,27 May 2021,342.16,"600,000",2.08%
"SBI Life Insurance Company Ltd.
 10-year high",Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Block,Purchase,07 May 2021,960,"500,000",0.05%
EPL Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,18 Sep 2020,256.3,"2,996,395",0.94%
EPL Ltd.,Franklin India Group,FTIF - TEMPLETON ASIAN SMALLER COMPANIES FUND,BSE,Bulk,Purchase,18 Sep 2020,256.3,"2,079,350",0.65%
Indiabulls Housing Finance Ltd.,Franklin India Group,FRANKLIN MUTUAL SERIES FUNDS-FRANKLIN MUTUAL BEACON FUND,NSE,Bulk,Sell,07 Sep 2020,194.04,"3,100,000",0.54%
eClerx Services Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Sell,16 Jul 2020,525.01,"1,126,444",2.30%
Lemon Tree Hotels Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C FRANKLIN TEMPLETON INVESTMENT FRANKLIN INDIA SMALLER COMPANIES FU,NSE,Bulk,Purchase,29 Aug 2019,55,"15,709,090",1.98%
Sobha Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,21 Jun 2019,505,"1,000,000",1.05%
ITD Cementation India Ltd.,Franklin India Group,FRANKLYN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA FOCUSED E,NSE,Bulk,Purchase,03 May 2019,122,"1,250,000",0.73%
ITD Cementation India Ltd.,Franklin India Group,FRANKLYN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA FOCUSED EQUITY FUND,BSE,Bulk,Purchase,03 May 2019,122,"1,250,000",0.73%
Sanghi Industries Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,28 Dec 2018,59.51,"5,182,370",2.01%
Ujjivan Financial Services Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA HIGH GROWTH COMPANIES FUND 11624,NSE,Bulk,Purchase,29 Oct 2018,184.44,"1,052,508",0.86%
Ujjivan Financial Services Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA HIGH GROWTH COMPANIES FUND 11624,NSE,Bulk,Purchase,26 Oct 2018,179.02,"1,317,758",1.08%
Ujjivan Financial Services Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA FOCUSED EQUITY FUND,NSE,Bulk,Purchase,26 Oct 2018,174.55,"1,000,000",0.82%
TeamLease Services Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Purchase,20 Aug 2018,2645,"482,400",2.88%
TeamLease Services Ltd.,Franklin India Group,TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA SMALLER COMPANIES FUND,NSE,Bulk,Purchase,16 Apr 2018,2150,"300,000",1.79%
Rallis India Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,27 Nov 2017,230,"1,781,405",0.92%
Vardhman Textiles Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,24 Nov 2017,1300,"715,000",0.25%
Tarmat Ltd.,Franklin India Group,TEMPLETON STOCKGROWTH PRIVATE LIMITED,NSE,Bulk,Purchase,01 Nov 2017,55.1,414,0.00%
Tarmat Ltd.,Franklin India Group,TEMPLETON STOCKGROWTH PRIVATE LIMITED,NSE,Bulk,Sell,01 Nov 2017,54.77,"82,805",0.39%
Crompton Greaves Consumer Electricals Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Purchase,01 Nov 2017,217.5,"4,636,184",0.72%
"JK Lakshmi Cement Ltd.
 Dividend High Gain High Volume",Franklin India Group,TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,25 Sep 2017,387.5,"1,093,907",0.93%
Sobha Ltd.,Franklin India Group,FRANKLIN INDIA HIGH GROWTH COMPANY FUND,NSE,Bulk,Purchase,18 Aug 2017,385,"1,578,451",1.66%
"Nesco Ltd.
 10-year high",Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,06 Jul 2017,2385,"100,000",0.14%
Pennar Industries Ltd.,Franklin India Group,FRANKLIN TEMP INVT FRANKLIN INDIA SMALLER COMPANIES FUND,NSE,Bulk,Purchase,08 Jun 2017,52.25,"2,494,400",1.85%
Cyient Ltd.,Franklin India Group,FRANKLIN INDIA SMALLER COMPANIES FUND,NSE,Bulk,Purchase,07 Jun 2017,496,"759,820",0.69%
Cyient Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA PRIMA FUND,NSE,Bulk,Purchase,07 Jun 2017,496,"759,820",0.69%
"SVOGL Oil Gas and Energy Ltd.
 10-year low",Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND III LDC,BSE,Bulk,Sell,15 May 2017,2.33,"2,457,895",-%
"SVOGL Oil Gas and Energy Ltd.
 10-year low",Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND III LDC,BSE,Bulk,Sell,15 May 2017,2.33,"1,250,000",-%
Shankara Building Products Ltd.,Franklin India Group,TEMPLETON MUTUAL FUND A/C FRANKLIN IND SMALLER CO FUND,NSE,Bulk,Purchase,08 May 2017,695,"725,000",2.99%
Shakti Pumps (India) Ltd.,Franklin India Group,FTMF A/C FRANKLIN TEMPLETON PRIMA PLUS,NSE,Bulk,Sell,26 Apr 2017,246.35,"104,430",0.57%
Dalmia Bharat Ltd.(Old),Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,BSE,Bulk,Purchase,21 Apr 2017,2050,"750,547",-%
Dalmia Bharat Ltd.(Old),Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,BSE,Block,Purchase,21 Apr 2017,2050,"750,547",-%
Dalmia Bharat Ltd.(Old),Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Block,Purchase,21 Apr 2017,2050,"114,353",-%
Somany Ceramics Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,18 Apr 2017,675,"328,193",0.80%
Tarmat Ltd.,Franklin India Group,TEMPLETON STOCKGROWTH PRIVATE LIMITED,NSE,Bulk,Purchase,17 Apr 2017,61.08,"71,937",0.34%
Tarmat Ltd.,Franklin India Group,TEMPLETON STOCKGROWTH PRIVATE LIMITED,NSE,Bulk,Sell,17 Apr 2017,61.6,"12,001",0.06%
Somany Ceramics Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,10 Apr 2017,680,"1,425,000",3.48%
Kajaria Ceramics Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUND,NSE,Bulk,Purchase,07 Apr 2017,600,"2,240,000",1.41%
Apar Industries Ltd.,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKET FUND III LDC,NSE,Bulk,Sell,17 Mar 2017,706.85,"3,636,363",9.05%
"Healthcare Global Enterprises Ltd.
 High Gain High Volume",Franklin India Group,FRANKLIN TEMPLETON MF,NSE,Bulk,Purchase,15 Feb 2017,244,"1,800,000",1.29%
Narayana Hrudayalaya Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,BSE,Bulk,Purchase,02 Feb 2017,325,"1,840,000",0.90%
ICRA Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Purchase,27 Dec 2016,3875,"157,700",1.63%
ICRA Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Purchase,18 Oct 2016,4100,"104,729",1.09%
Triveni Turbine Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUALFUND FRANKLIN INDIASMALLERCOMPANIES FUND,BSE,Bulk,Purchase,02 Sep 2016,125,"2,096,339",0.66%
GHCL Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,01 Sep 2016,257.4,"1,174,893",1.23%
"Career Point Ltd.
 Dividend",Franklin India Group,FRANKLIN TEMPLETON ASSET MANAGEMENT INDIA PRIVATE LIMITED,NSE,Bulk,Sell,29 Jun 2016,110,"175,000",0.96%
"Career Point Ltd.
 Dividend",Franklin India Group,FRANKLIN TEMPLETON ASSET MANAGEMENT INDIA PRIVATE LIMITED,BSE,Bulk,Sell,22 Jun 2016,106.11,"500,000",2.75%
"Career Point Ltd.
 Dividend",Franklin India Group,FRANKLIN TEMPLETON ASSET MANAGEMENT INDIA PRIVATE LIMITED,NSE,Bulk,Sell,22 Jun 2016,107,"100,000",0.55%
Vardhman Textiles Ltd.,Franklin India Group,TEMPLETON GLOBAL INVST TRUST-TEMPLETON EMRGNG MKTS SML CP FD,NSE,Bulk,Purchase,09 Jun 2016,847.55,"396,000",0.14%
Vardhman Textiles Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Sell,09 Jun 2016,847.55,"396,000",0.14%
JK Cement Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVT FUNDS,NSE,Bulk,Purchase,16 May 2016,579,"911,368",1.18%
JK Cement Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVT FUNDS,NSE,Bulk,Sell,16 May 2016,579,"222,728",0.29%
"Career Point Ltd.
 Dividend",Franklin India Group,FRANKLIN TEMPLETON ASSET MANAGEMENT INDIA PRIVATE LIMITED,BSE,Bulk,Sell,05 Apr 2016,105.01,"175,000",0.96%
"Career Point Ltd.
 Dividend",Franklin India Group,FRANKLIN TEMPLETON ASSET MANAGEMENT INDIA PRIVATE LIMITED A,NSE,Bulk,Sell,09 Mar 2016,100.02,"205,177",1.13%
"Career Point Ltd.
 Dividend",Franklin India Group,FRANKLIN TEMPLETON ASSET MANAGEMENT INDIA PRIVATE LIMITED,BSE,Bulk,Sell,09 Mar 2016,100.01,"194,823",1.07%
NRB Bearings Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Sell,12 Feb 2016,111,"528,732",0.55%
Heidelberg Cement India Ltd.,Franklin India Group,FRANKLIN INDIA SMALLER COMPANIES FUND,NSE,Bulk,Purchase,02 Feb 2016,71.5,"2,368,515",1.05%
Balkrishna Paper Mills Ltd.,Franklin India Group,TEMPLETONGLOBALTEMPLETONGLOBALINVTTRUSTTEMPLETONEMGMKTSMALLCAPFD,BSE,Bulk,Sell,23 Oct 2015,53.6,"79,759",0.74%
Aditya Birla Fashion and Retail Ltd.,Franklin India Group,TEMPLETON MUTUAL FUND - FRANKLIN INDIA HIGH GROWTH COMPANIES FUND,BSE,Bulk,Purchase,07 Oct 2015,221.99,"476,422",0.05%
eClerx Services Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,01 Oct 2015,1575,"250,000",0.51%
Renaissance Global Ltd.,Franklin India Group,TEMPLETON STOCK GROWTH PRIVATE LIMITED,NSE,Bulk,Sell,04 Aug 2015,71.01,"100,000",0.10%
Ahluwalia Contracts (India) Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND - FRANKLIN INDIA SMALLER COM,NSE,Bulk,Purchase,14 Jul 2015,220.57,"417,868",0.62%
Aditya Birla Fashion and Retail Ltd.,Franklin India Group,FRANKLIN TEMPLETON MF A/C FRANKLIN INDIA HIGH G CO FD,BSE,Bulk,Purchase,02 Jul 2015,165,"4,784,239",0.50%
Polaris Consulting & Services Ltd.,Franklin India Group,FRANKLIN MUTUAL SERIES FUNDS MUTUAL BEACON FUND,NSE,Bulk,Sell,15 Apr 2015,168.38,"549,548",0.53%
Motilal Oswal Financial Services Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,BSE,Bulk,Purchase,16 Mar 2015,282,"2,608,000",1.76%
Motilal Oswal Financial Services Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,BSE,Bulk,Purchase,10 Mar 2015,292,"2,000,000",1.35%
"Ipca Laboratories Ltd.
 High Gain High Volume",Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Purchase,02 Mar 2015,662,"1,000,000",0.39%
"Intellect Design Arena Ltd.
 Insider Trades",Franklin India Group,FRANKLIN MUTUAL SERIES FUNDS MUTUAL BEACON FUND,BSE,Bulk,Sell,24 Dec 2014,79,"630,665",0.46%
"Intellect Design Arena Ltd.
 Insider Trades",Franklin India Group,FRANKLIN MUTUAL SERIES FUNDS MUTUAL BEACON FUND,NSE,Bulk,Sell,23 Dec 2014,74.63,"5,353,733",3.92%
"Intellect Design Arena Ltd.
 Insider Trades",Franklin India Group,FRANKLIN MUTUAL SERIES FUNDS MUTUAL BEACON FUND,BSE,Bulk,Sell,23 Dec 2014,78.76,"532,295",0.39%
Shakti Pumps (India) Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA PRIMA PLUS,NSE,Bulk,Purchase,18 Nov 2014,193.82,"227,908",1.24%
Shakti Pumps (India) Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,Purchase,18 Nov 2014,194.54,"106,908",0.58%
Himatsingka Seide Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,29 Oct 2014,93.75,"1,150,000",1.17%
KNR Constructions Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT,BSE,Bulk,Purchase,25 Aug 2014,238.95,"396,664",0.14%
M M Forgings Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C INDIA OPPORTUNTIES FUND,NSE,Bulk,Purchase,08 Jul 2014,237.24,"70,677",0.29%
"Aarti Industries Ltd.
 52 week high",Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA PRIMA PLUS,NSE,Bulk,Purchase,07 Jul 2014,231.72,"444,023",0.12%
Marico Kaya Enterprises Limited,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Sell,04 Jul 2014,248.7,"108,000",-%
Aries Agro Ltd.,Franklin India Group,TEMPLETON STOCK GROWTH PRIVATE LIMITED,NSE,Bulk,Sell,03 Jul 2014,86.7,"135,699",1.04%
Aries Agro Ltd.,Franklin India Group,TEMPLETON STOCK GROWTH PRIVATE LIMITED,NSE,Bulk,Sell,01 Jul 2014,80.09,"91,390",0.70%
TV Today Network Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,23 May 2014,133,"700,000",1.17%
"Aegis Logistics Ltd.
 Dividend 10-year high",Franklin India Group,FRANKLIN TEMPLETON INVESTMENT,BSE,Bulk,Purchase,07 May 2014,175,"737,733",0.21%
Aries Agro Ltd.,Franklin India Group,TEMPLETON STOCK GROWTH PRIVATE LIMITED,NSE,Bulk,Purchase,23 Apr 2014,71.27,"110,013",0.85%
Aries Agro Ltd.,Franklin India Group,TEMPLETON STOCK GROWTH PRIVATE LIMITED,NSE,Bulk,Sell,23 Apr 2014,68.48,"27,013",0.21%
Aries Agro Ltd.,Franklin India Group,TEMPLETON STOCK GROWTH PRIVATE LIMITED,NSE,Bulk,Purchase,10 Apr 2014,61.82,"84,461",0.65%
TV18 Broadcast Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA FUND NIFT,NSE,Bulk,Sell,17 Oct 2012,27.5,"1,886,642",0.11%
"Gujarat Pipavav Port Ltd.
 5-year high",Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Purchase,27 Sep 2012,50.25,"4,558,260",0.94%
Globus Spirits Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Sell,06 Jul 2012,96,"150,151",0.52%
Balkrishna Industries Ltd.,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,Purchase,28 Jun 2012,240,"1,270,000",0.66%
Balkrishna Industries Ltd.,Franklin India Group,TEMPLETON MUTUAL FUND A/C FRANKLIN INDIA FLEXICAP FUND,NSE,Bulk,Purchase,28 Jun 2012,240,"600,000",0.31%
Emmbi Industries Ltd.,Franklin India Group,TEMPLETON STOCKGROWTH PRIVATE LIMITED,NSE,Bulk,Sell,28 Mar 2012,13.1,"108,175",0.61%
Tecpro Systems Ltd.,Franklin India Group,FRANKLIN TEMPLETON MF A/C FRANKLIN INDIA A FLEXICAP FUND,NSE,Bulk,Purchase,12 Oct 2010,409.92,"370,175",-%
Consolidated Construction Consortium Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,06 Oct 2010,83,"4,000,000",1.00%
Everonn Education Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Sell,03 Aug 2010,527.79,"125,000",0.52%
Elecon Engineering Company Ltd.,Franklin India Group,TEMPLETON MUTUAL FUND ACC,BSE,Block,Purchase,16 Oct 2006,1229.15,"120,340",0.11%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,BSE,Block,Purchase,29 Nov 2023,112.7,"608,647",0.01%
"Zomato Ltd.
 52 week high",Vanguard Fund,"VANGUARD EMERGING MARKETS STOCK INDEX FUND, A SERIES OF VANGUARD INTERNATIONAL EQUITY INDEX FUNDS",BSE,Block,Purchase,29 Nov 2023,112.7,"608,647",0.01%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"604,939",0.01%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"604,939",0.01%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD FTSE ALL WORLD EX US FUND A SERIES OF VIEIF,BSE,Block,Purchase,29 Nov 2023,112.7,"89,261",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,"VANGUARD FTSE ALL-WORLD EX-US INDEX FUND, A SERIES OF VANGUARD INTERNATIONAL EQUITY INDEX FUNDS",BSE,Block,Purchase,29 Nov 2023,112.7,"89,261",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD TOTAL WORLD STOCK INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"24,607",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD TOTAL WORLD STOCK INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"24,607",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE EMERGING MARKETS ETF,BSE,Block,Purchase,29 Nov 2023,112.7,"18,405",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY - VANGUARD FTSE EMERGING MARKETS UCITS ETF,BSE,Block,Purchase,29 Nov 2023,112.7,"18,405",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,BSE,Block,Purchase,29 Nov 2023,112.7,"12,480",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,BSE,Block,Purchase,29 Nov 2023,112.7,"12,480",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD ESG INTERNATIONAL STOCK ETF,BSE,Block,Purchase,29 Nov 2023,112.7,"7,379",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD ESG INTERNATIONAL STOCK ETF,BSE,Block,Purchase,29 Nov 2023,112.7,"7,379",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VIS PLC - VANGUARD ESG EMERGING MARKETS ALL CAP EQUITY INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"4,299",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VIS PLC - VANGUARD ESG EMERGING MARKETS ALL CAP EQUITY INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"4,299",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD INVESTMENTS FUNDS ICVC - VANGUARD FTSE GLOBAL ALL CAP INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"1,943",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD INVESTMENTS FUNDS ICVC-VANGUARD FTSE GLOBAL ALL CAP INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"1,943",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD ASIA EX JAPAN SHARES INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"1,494",0.00%
"Zomato Ltd.
 52 week high",Vanguard Fund,VANGUARD ASIA EX JAPAN SHARES INDEX FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"1,494",0.00%
Olectra Greentech Ltd.,Vanguard Fund,THE VANGUARD GROUP INC AC VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,15 Sep 2023,1253.81,"528,904",0.64%
Olectra Greentech Ltd.,Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND,NSE,Bulk,Purchase,15 Sep 2023,1253.81,"522,333",0.64%
Himadri Speciality Chemical Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,15 Sep 2023,241.82,"2,653,602",0.54%
Himadri Speciality Chemical Ltd.,Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,NSE,Bulk,Purchase,15 Sep 2023,241.82,"2,526,447",0.51%
Ramkrishna Forgings Ltd.,Vanguard Fund,THE VANGUARD GROUP INC AC VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,15 Sep 2023,691.78,"1,060,866",0.59%
Ramkrishna Forgings Ltd.,Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND,NSE,Bulk,Purchase,15 Sep 2023,691.78,"1,001,635",0.55%
MTAR Technologies Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,15 Sep 2023,2608.06,"230,908",0.75%
MTAR Technologies Ltd.,Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,NSE,Bulk,Purchase,15 Sep 2023,2608.06,"198,359",0.64%
Nazara Technologies Ltd.,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,15 Sep 2023,838.16,"398,217",0.54%
Nazara Technologies Ltd.,Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,NSE,Bulk,Purchase,15 Sep 2023,838.16,"345,792",0.47%
"Data Patterns (India) Ltd.
 High Gain High Volume",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Bulk,Purchase,15 Sep 2023,2075.54,"325,105",0.58%
"Data Patterns (India) Ltd.
 High Gain High Volume",Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,NSE,Bulk,Purchase,15 Sep 2023,2075.54,"312,250",0.56%
GHCL Textiles Ltd.,Vanguard Fund,VANGUARD MODERATE GROWTH FUND,NSE,Bulk,Sell,30 Jun 2023,73.22,"488,126",0.51%
"Sapphire Foods India Ltd.
 Insider Trades",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,NSE,Block,Purchase,27 Jun 2023,1377.1,"28,934",0.05%
"Sapphire Foods India Ltd.
 Insider Trades",Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,NSE,Block,Purchase,27 Jun 2023,1377.1,"17,365",0.03%
"Sapphire Foods India Ltd.
 Insider Trades",Vanguard Fund,VANGUARD FTSE ALL WRLD EX US SMALL CAP INDEX FUND,NSE,Block,Purchase,27 Jun 2023,1377.1,"12,464",0.02%
Shriram Finance Ltd.,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VANGUARD INTERNAT,NSE,Block,Purchase,21 Jun 2023,1545,"100,000",0.03%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,Purchase,20 Jun 2023,1873,"117,932",0.06%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,BSE,Block,Purchase,20 Jun 2023,1873,"111,371",0.05%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD FTSE ALL WORLD EX US FUND A SERIES OF VIEIF,BSE,Block,Purchase,20 Jun 2023,1873,"17,561",0.01%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD TOTAL WORLD STOCK INDEX FUND,BSE,Block,Purchase,20 Jun 2023,1873,"4,437",0.00%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE EMERGING MARKETS ETF,BSE,Block,Purchase,20 Jun 2023,1873,"3,714",0.00%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,BSE,Block,Purchase,20 Jun 2023,1873,"1,938",0.00%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD ESG INTERNATIONAL STOCK ETF,BSE,Block,Purchase,20 Jun 2023,1873,"1,224",0.00%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VIS PLC - VANGUARD ESG EMERGING MARKETS ALL CAP EQUITY INDEX FUND,BSE,Block,Purchase,20 Jun 2023,1873,876,0.00%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Vanguard Fund,VANGUARD INVESTMENTS FUNDS ICVC - VANGUARD FTSE GLOBAL ALL CAP INDEX FUND,BSE,Block,Purchase,20 Jun 2023,1873,391,0.00%
