Date,Stock,Action,Institution Name,Client Name,Exchange,Deal type,Avg Price,Quantity,Percentage Traded,shortname,30Days,90Days,1Year,30_days_growth,90_days_growth,1_year_growth,context
30-08-2023,Zomato Ltd.,Purchase,Kotak Group,"KOTAK FUNDS-INDIA MIDCAP FUND, KOTAK FUNDS-INDIA ESG FUND, KOTAK MAHINDRA MUTUAL FUND, KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED, ALPS/KOTAK INDIA GROWTH FUND, KOTAK INFINITY FUND CLASS AC",NSE,Block,94.7,13191340,0.0015,ZOMATO.NS,29-09-2023,28-11-2023,29-08-2024,0.15,13.48,58.02,"Kotak Group purchased 13191340 shares of Zomato Ltd. in their KOTAK FUNDS-INDIA MIDCAP FUND, KOTAK FUNDS-INDIA ESG FUND, KOTAK MAHINDRA MUTUAL FUND, KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED, ALPS/KOTAK INDIA GROWTH FUND, KOTAK INFINITY FUND CLASS AC fund on NSE for the price of 94.7 . This was a Block deal and after this purchase, the stock showed 0.15% growth in 1 month, 13.48% growth in 3 months and 58.02% growth in 1 year."
31-08-2023,Sula Vineyards Ltd.,Purchase,HDFC Group,"HDFC MUTUAL FUND A/C HDFC LARGE AND MID CAP FUND, HDFC MUTUAL FUND A/C HDFC MULTI CAP FUND, HDFC MUTUAL FUND A/C HDFC SMALL CAP FUND",NSE,Bulk,484,3519680,0.0417,SULA.NS,30-09-2023,29-11-2023,30-08-2024,-5.12,-5.87,18.08,"HDFC Group purchased 3519680 shares of Sula Vineyards Ltd. in their HDFC MUTUAL FUND A/C HDFC LARGE AND MID CAP FUND, HDFC MUTUAL FUND A/C HDFC MULTI CAP FUND, HDFC MUTUAL FUND A/C HDFC SMALL CAP FUND fund on NSE for the price of 484.0 . This was a Bulk deal and after this purchase, the stock showed -5.12% growth in 1 month, -5.87% growth in 3 months and 18.08% growth in 1 year."
01-09-2023,Five-Star Business Finance Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND A/C HTCL - HDFC MID - CAP OPPORTUNITIES FUND,BSE,Bulk,730,4119334,0.0141,FIVESTAR.NS,01-10-2023,30-11-2023,31-08-2024,-4.33,2.06,1.98,"HDFC Group purchased 4119334 shares of Five-Star Business Finance Ltd. in their HDFC MUTUAL FUND A/C HTCL - HDFC MID - CAP OPPORTUNITIES FUND fund on BSE for the price of 730.0 . This was a Bulk deal and after this purchase, the stock showed -4.33% growth in 1 month, 2.06% growth in 3 months and 1.98% growth in 1 year."
05-09-2023,Safari Industries (India) Ltd.,Purchase,SBI Group,SBI LIFE INSURANCE COMPANY LTD,BSE,Bulk,3775,205000,0.0043,SAFARI.NS,05-10-2023,04-12-2023,04-09-2024,12.62,18.1,11.71,"SBI Group purchased 205000 shares of Safari Industries (India) Ltd. in their SBI LIFE INSURANCE COMPANY LTD fund on BSE for the price of 3775.0 . This was a Bulk deal and after this purchase, the stock showed 12.62% growth in 1 month, 18.1% growth in 3 months and 11.71% growth in 1 year."
08-09-2023,VRL Logistics Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,681,1929005,0.0221,VRLLOG.NS,08-10-2023,07-12-2023,07-09-2024,-3.44,0.94,-14.81,"SBI Group purchased 1929005 shares of VRL Logistics Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 681.0 . This was a Bulk deal and after this purchase, the stock showed -3.44% growth in 1 month, 0.94% growth in 3 months and -14.81% growth in 1 year."
11-09-2023,IDFC First Bank Ltd.,Purchase,Reliance Group,"RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN, RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE",NSE,Block,94.5,3519478,0.0005,IDFCFIRSTB.NS,11-10-2023,10-12-2023,10-09-2024,-6.53,-8.8,-14.6,"Reliance Group purchased 3519478 shares of IDFC First Bank Ltd. in their RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN, RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE fund on NSE for the price of 94.5 . This was a Block deal and after this purchase, the stock showed -6.53% growth in 1 month, -8.8% growth in 3 months and -14.6% growth in 1 year."
11-09-2023,KNR Constructions Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,273.52,1550000,0.0055,KNRCON.NS,11-10-2023,10-12-2023,10-09-2024,2.55,-2.42,0.8,"HDFC Group purchased 1550000 shares of KNR Constructions Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 273.52 . This was a Bulk deal and after this purchase, the stock showed 2.55% growth in 1 month, -2.42% growth in 3 months and 0.8% growth in 1 year."
12-09-2023,L&T Finance Holdings Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,BSE,Block,130,1910000,0.0008,L&TFH.NS,12-10-2023,11-12-2023,11-09-2024,4.77,21.29,39.39,"Axis Group purchased 1910000 shares of L&T Finance Holdings Ltd. in their AXIS MUTUAL FUND fund on BSE for the price of 130.0 . This was a Block deal and after this purchase, the stock showed 4.77% growth in 1 month, 21.29% growth in 3 months and 39.39% growth in 1 year."
12-09-2023,L&T Finance Holdings Ltd.,Purchase,SBI Group,SBI LIFE INSURANCE COMPANY LTD,BSE,Block,130,14680000,0.0059,L&TFH.NS,12-10-2023,11-12-2023,11-09-2024,4.77,21.29,39.39,"SBI Group purchased 14680000 shares of L&T Finance Holdings Ltd. in their SBI LIFE INSURANCE COMPANY LTD fund on BSE for the price of 130.0 . This was a Block deal and after this purchase, the stock showed 4.77% growth in 1 month, 21.29% growth in 3 months and 39.39% growth in 1 year."
13-09-2023,JTL Industries Ltd.,Purchase,SBI Group,SBI GENERAL INSURANCE COMPANY LIMITED,NSE,Bulk,201,600000,0.0035,JTLIND.NS,13-10-2023,12-12-2023,12-09-2024,17.33,2.93,28,"SBI Group purchased 600000 shares of JTL Industries Ltd. in their SBI GENERAL INSURANCE COMPANY LIMITED fund on NSE for the price of 201.0 . This was a Bulk deal and after this purchase, the stock showed 17.33% growth in 1 month, 2.93% growth in 3 months and 28.0% growth in 1 year."
15-09-2023,Aditya Vision Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,2199.74,500003,0.0416,AVL.BO,15-10-2023,14-12-2023,14-09-2024,23.56,63.4,54.32,"HDFC Group purchased 500003 shares of Aditya Vision Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 2199.74 . This was a Bulk deal and after this purchase, the stock showed 23.56% growth in 1 month, 63.4% growth in 3 months and 54.32% growth in 1 year."
15-09-2023,Data Patterns (India) Ltd.,Purchase,Vanguard Fund,"VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND, VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF",NSE,Bulk,2075.54,637355,0.0114,DATAPATTNS.NS,15-10-2023,14-12-2023,14-09-2024,-2.18,-2.44,3.43,"Vanguard Fund purchased 637355 shares of Data Patterns (India) Ltd. in their VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND, VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF fund on NSE for the price of 2075.54 . This was a Bulk deal and after this purchase, the stock showed -2.18% growth in 1 month, -2.44% growth in 3 months and 3.43% growth in 1 year."
15-09-2023,Himadri Speciality Chemical Ltd.,Purchase,Vanguard Fund,"VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF, VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND",NSE,Bulk,241.82,5180049,0.0105,HSCL.NS,15-10-2023,14-12-2023,14-09-2024,6.58,20.46,51.43,"Vanguard Fund purchased 5180049 shares of Himadri Speciality Chemical Ltd. in their VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF, VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND fund on NSE for the price of 241.82 . This was a Bulk deal and after this purchase, the stock showed 6.58% growth in 1 month, 20.46% growth in 3 months and 51.43% growth in 1 year."
15-09-2023,MTAR Technologies Ltd.,Purchase,Vanguard Fund,"VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF, VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND",NSE,Bulk,2608.06,429267,0.0139,MTARTECH.NS,15-10-2023,14-12-2023,14-09-2024,-1.44,-13.37,-25.53,"Vanguard Fund purchased 429267 shares of MTAR Technologies Ltd. in their VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF, VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND fund on NSE for the price of 2608.06 . This was a Bulk deal and after this purchase, the stock showed -1.44% growth in 1 month, -13.37% growth in 3 months and -25.53% growth in 1 year."
15-09-2023,Nazara Technologies Ltd.,Purchase,Vanguard Fund,"VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF, VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND",NSE,Bulk,838.16,744009,0.0101,NAZARA.NS,15-10-2023,14-12-2023,14-09-2024,0.56,2.25,1.45,"Vanguard Fund purchased 744009 shares of Nazara Technologies Ltd. in their VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF, VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND fund on NSE for the price of 838.16 . This was a Bulk deal and after this purchase, the stock showed 0.56% growth in 1 month, 2.25% growth in 3 months and 1.45% growth in 1 year."
15-09-2023,Olectra Greentech Ltd.,Purchase,Vanguard Fund,"VANGUARD EMERGING MARKETS STOCK INDEX FUND, THE VANGUARD GROUP INC AC VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND",NSE,Bulk,1253.81,1051237,0.0128,OLECTRA.NS,15-10-2023,14-12-2023,14-09-2024,-6.39,0.4,61.57,"Vanguard Fund purchased 1051237 shares of Olectra Greentech Ltd. in their VANGUARD EMERGING MARKETS STOCK INDEX FUND, THE VANGUARD GROUP INC AC VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND fund on NSE for the price of 1253.81 . This was a Bulk deal and after this purchase, the stock showed -6.39% growth in 1 month, 0.4% growth in 3 months and 61.57% growth in 1 year."
15-09-2023,Ramkrishna Forgings Ltd.,Purchase,Vanguard Fund,"VANGUARD EMERGING MARKETS STOCK INDEX FUND, THE VANGUARD GROUP INC AC VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND",NSE,Bulk,691.78,2062501,0.0114,RKFORGE.NS,15-10-2023,14-12-2023,14-09-2024,-2.5,8.42,8.47,"Vanguard Fund purchased 2062501 shares of Ramkrishna Forgings Ltd. in their VANGUARD EMERGING MARKETS STOCK INDEX FUND, THE VANGUARD GROUP INC AC VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND fund on NSE for the price of 691.78 . This was a Bulk deal and after this purchase, the stock showed -2.5% growth in 1 month, 8.42% growth in 3 months and 8.47% growth in 1 year."
15-09-2023,Restaurant Brands Asia Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Bulk,119.1,68001000,0.1369999999999999,RBA.NS,15-10-2023,14-12-2023,14-09-2024,-4.29,-10.44,-11.22,"ICICI Group purchased 68001000 shares of Restaurant Brands Asia Ltd. in their ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD fund on NSE for the price of 119.1 . This was a Bulk deal and after this purchase, the stock showed -4.29% growth in 1 month, -10.44% growth in 3 months and -11.22% growth in 1 year."
26-09-2023,Voltamp Transformers Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Bulk,4632,130000,0.0128,VOLTAMP.NS,26-10-2023,25-12-2023,25-09-2024,-5.93,32.4,57.72,"Kotak Group purchased 130000 shares of Voltamp Transformers Ltd. in their KOTAK MAHINDRA MUTUAL FUND fund on BSE for the price of 4632.0 . This was a Bulk deal and after this purchase, the stock showed -5.93% growth in 1 month, 32.4% growth in 3 months and 57.72% growth in 1 year."
28-09-2023,Data Infrastructure Trust,Purchase,Axis Group,AXIS BANK LIMITED,BSE,Bulk,150.02,61200000,0.0235,DATAINFRA.BO,28-10-2023,27-12-2023,27-09-2024,,,0,"Axis Group purchased 61200000 shares of Data Infrastructure Trust in their AXIS BANK LIMITED fund on BSE for the price of 150.02 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and 0.0% growth in 1 year."
29-09-2023,Tube Investments of India Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,2900,1204746,0.0062,TIINDIA.BO,29-10-2023,28-12-2023,28-09-2024,2.69,22.55,23.55,"SBI Group purchased 1204746 shares of Tube Investments of India Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 2900.0 . This was a Bulk deal and after this purchase, the stock showed 2.69% growth in 1 month, 22.55% growth in 3 months and 23.55% growth in 1 year."
06-10-2023,PB Fintech Ltd.,Purchase,Kotak Group,"KOTAK INFINITY FUND CLASS AC, KOTAK FUNDS-INDIA MIDCAP FUND",NSE,Block,762.8,1635699,0.0036,POLICYBZR.NS,05-11-2023,04-01-2024,05-10-2024,-7.86,2.72,29.01,"Kotak Group purchased 1635699 shares of PB Fintech Ltd. in their KOTAK INFINITY FUND CLASS AC, KOTAK FUNDS-INDIA MIDCAP FUND fund on NSE for the price of 762.8 . This was a Block deal and after this purchase, the stock showed -7.86% growth in 1 month, 2.72% growth in 3 months and 29.01% growth in 1 year."
10-10-2023,Vishnusurya Projects And Infra Ltd.,Purchase,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,73.59,788000,0.032,VISHNUINFR-SM.NS,09-11-2023,08-01-2024,09-10-2024,,,0,"Reliance Group purchased 788000 shares of Vishnusurya Projects And Infra Ltd. in their RELIANCE COMMERCIAL FINANCE LIMITED fund on NSE for the price of 73.59 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and 0.0% growth in 1 year."
17-10-2023,Aditya Vision Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,2601.93,95000,0.0079,AVL.BO,16-11-2023,15-01-2024,16-10-2024,13.33,40.25,32.47,"HDFC Group purchased 95000 shares of Aditya Vision Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 2601.93 . This was a Bulk deal and after this purchase, the stock showed 13.33% growth in 1 month, 40.25% growth in 3 months and 32.47% growth in 1 year."
18-10-2023,Divgi Torqtransfer Systems Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,1080,623646,0.0204,DIVGIITTS.NS,17-11-2023,16-01-2024,17-10-2024,1.11,-6.02,-20.94,"ICICI Group purchased 623646 shares of Divgi Torqtransfer Systems Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on NSE for the price of 1080.0 . This was a Bulk deal and after this purchase, the stock showed 1.11% growth in 1 month, -6.02% growth in 3 months and -20.94% growth in 1 year."
20-10-2023,Zomato Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,NSE,Block,111.2,2245715,0.0003,ZOMATO.NS,19-11-2023,18-01-2024,19-10-2024,7.81,12.4,39.17,"Axis Group purchased 2245715 shares of Zomato Ltd. in their AXIS MUTUAL FUND fund on NSE for the price of 111.2 . This was a Block deal and after this purchase, the stock showed 7.81% growth in 1 month, 12.4% growth in 3 months and 39.17% growth in 1 year."
20-10-2023,Zomato Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Block,111.2,899290,0.0001,ZOMATO.NS,19-11-2023,18-01-2024,19-10-2024,7.81,12.4,39.17,"HDFC Group purchased 899290 shares of Zomato Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 111.2 . This was a Block deal and after this purchase, the stock showed 7.81% growth in 1 month, 12.4% growth in 3 months and 39.17% growth in 1 year."
23-10-2023,Amber Enterprises India Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,2820,200000,0.0059,AMBER.NS,22-11-2023,21-01-2024,22-10-2024,17.85,34.2,45.32,"Franklin India Group purchased 200000 shares of Amber Enterprises India Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND fund on NSE for the price of 2820.0 . This was a Bulk deal and after this purchase, the stock showed 17.85% growth in 1 month, 34.2% growth in 3 months and 45.32% growth in 1 year."
31-10-2023,Inox Wind Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,209,2406589,0.0074,INOXWIND.NS,30-11-2023,29-01-2024,30-10-2024,28.58,116.59,182.91,"ICICI Group purchased 2406589 shares of Inox Wind Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on BSE for the price of 209.0 . This was a Bulk deal and after this purchase, the stock showed 28.58% growth in 1 month, 116.59% growth in 3 months and 182.91% growth in 1 year."
02-11-2023,Minda Corporation Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED A/C CLASSIC OPPORTUNITIES FUND,NSE,Bulk,330.94,1378340,0.0058,MINDACORP.NS,02-12-2023,31-01-2024,01-11-2024,8.65,21.12,27.37,"Kotak Group purchased 1378340 shares of Minda Corporation Ltd. in their KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED A/C CLASSIC OPPORTUNITIES FUND fund on NSE for the price of 330.94 . This was a Bulk deal and after this purchase, the stock showed 8.65% growth in 1 month, 21.12% growth in 3 months and 27.37% growth in 1 year."
06-11-2023,Cello World Ltd.,Purchase,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,794.2,1600060,0.0075,CELLO.NS,06-12-2023,04-02-2024,05-11-2024,-0.21,8.85,2.8,"Reliance Group purchased 1600060 shares of Cello World Ltd. in their RELIANCE COMMERCIAL FINANCE LIMITED fund on NSE for the price of 794.2 . This was a Bulk deal and after this purchase, the stock showed -0.21% growth in 1 month, 8.85% growth in 3 months and 2.8% growth in 1 year."
10-11-2023,Aptus Value Housing Finance India Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,287,12000000,0.024,APTUS.NS,10-12-2023,08-02-2024,09-11-2024,5.86,23.58,17.22,"SBI Group purchased 12000000 shares of Aptus Value Housing Finance India Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 287.0 . This was a Bulk deal and after this purchase, the stock showed 5.86% growth in 1 month, 23.58% growth in 3 months and 17.22% growth in 1 year."
20-11-2023,Chemplast Sanmar Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,428.3,7000000,0.0443,CHEMPLASTS.NS,20-12-2023,18-02-2024,19-11-2024,12.44,5.23,6.49,"SBI Group purchased 7000000 shares of Chemplast Sanmar Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 428.3 . This was a Bulk deal and after this purchase, the stock showed 12.44% growth in 1 month, 5.23% growth in 3 months and 6.49% growth in 1 year."
20-11-2023,Go Fashion (India) Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,1221.65,1855715,0.0344,GOCOLORS.NS,20-12-2023,18-02-2024,19-11-2024,6.27,-2.56,-4.59,"SBI Group purchased 1855715 shares of Go Fashion (India) Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 1221.65 . This was a Bulk deal and after this purchase, the stock showed 6.27% growth in 1 month, -2.56% growth in 3 months and -4.59% growth in 1 year."
29-11-2023,Zomato Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Block,112.7,3400000,0.0004,ZOMATO.NS,29-12-2023,27-02-2024,28-11-2024,5.66,35.29,35.29,"Franklin India Group purchased 3400000 shares of Zomato Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND fund on BSE for the price of 112.7 . This was a Block deal and after this purchase, the stock showed 5.66% growth in 1 month, 35.29% growth in 3 months and 35.29% growth in 1 year."
29-11-2023,Zomato Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,112.7,4900000,0.0006,ZOMATO.NS,29-12-2023,27-02-2024,28-11-2024,5.66,35.29,35.29,"ICICI Group purchased 4900000 shares of Zomato Ltd. in their ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED fund on BSE for the price of 112.7 . This was a Block deal and after this purchase, the stock showed 5.66% growth in 1 month, 35.29% growth in 3 months and 35.29% growth in 1 year."
29-11-2023,Zomato Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA MATUAL FUND,BSE,Block,112.7,12000000,0.0014,ZOMATO.NS,29-12-2023,27-02-2024,28-11-2024,5.66,35.29,35.29,"Kotak Group purchased 12000000 shares of Zomato Ltd. in their KOTAK MAHINDRA MATUAL FUND fund on BSE for the price of 112.7 . This was a Block deal and after this purchase, the stock showed 5.66% growth in 1 month, 35.29% growth in 3 months and 35.29% growth in 1 year."
29-11-2023,Zomato Ltd.,Purchase,Vanguard Fund,"VIS PLC - VANGUARD ESG EMERGING MARKETS ALL CAP EQUITY INDEX FUND, VANGUARD ASIA EX JAPAN SHARES INDEX FUND, VANGUARD ESG INTERNATIONAL STOCK ETF, VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF, VANGUARD FUNDS PUBLIC LIMITED COMPANY - VANGUARD FTSE EMERGING MARKETS UCITS ETF, VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE EMERGING MARKETS ETF, VANGUARD TOTAL WORLD STOCK INDEX FUND, VANGUARD FTSE ALL-WORLD EX-US INDEX FUND, A SERIES OF VANGUARD INTERNATIONAL EQUITY INDEX FUNDS, VANGUARD FTSE ALL WORLD EX US FUND A SERIES OF VIEIF, VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND, VANGUARD EMERGING MARKETS STOCK INDEX FUND, A SERIES OF VANGUARD INTERNATIONAL EQUITY INDEX FUNDS, VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF, VANGUARD INVESTMENTS FUNDS ICVC - VANGUARD FTSE GLOBAL ALL CAP INDEX FUND, VANGUARD INVESTMENTS FUNDS ICVC-VANGUARD FTSE GLOBAL ALL CAP INDEX FUND",BSE,Block,112.7,2746908,0.0004,ZOMATO.NS,29-12-2023,27-02-2024,28-11-2024,5.66,35.29,35.29,"Vanguard Fund purchased 2746908 shares of Zomato Ltd. in their VIS PLC - VANGUARD ESG EMERGING MARKETS ALL CAP EQUITY INDEX FUND, VANGUARD ASIA EX JAPAN SHARES INDEX FUND, VANGUARD ESG INTERNATIONAL STOCK ETF, VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF, VANGUARD FUNDS PUBLIC LIMITED COMPANY - VANGUARD FTSE EMERGING MARKETS UCITS ETF, VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE EMERGING MARKETS ETF, VANGUARD TOTAL WORLD STOCK INDEX FUND, VANGUARD FTSE ALL-WORLD EX-US INDEX FUND, A SERIES OF VANGUARD INTERNATIONAL EQUITY INDEX FUNDS, VANGUARD FTSE ALL WORLD EX US FUND A SERIES OF VIEIF, VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND, VANGUARD EMERGING MARKETS STOCK INDEX FUND, A SERIES OF VANGUARD INTERNATIONAL EQUITY INDEX FUNDS, VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF, VANGUARD INVESTMENTS FUNDS ICVC - VANGUARD FTSE GLOBAL ALL CAP INDEX FUND, VANGUARD INVESTMENTS FUNDS ICVC-VANGUARD FTSE GLOBAL ALL CAP INDEX FUND fund on BSE for the price of 112.7 . This was a Block deal and after this purchase, the stock showed 5.66% growth in 1 month, 35.29% growth in 3 months and 35.29% growth in 1 year."
04-12-2023,360 One Wam Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C - ICICI PRUDENTIAL VALUE DISCOVERY FUND,NSE,Bulk,600,3500000,0.0098,360ONE.NS,03-01-2024,03-03-2024,03-12-2024,12.34,16.62,16.62,"ICICI Group purchased 3500000 shares of 360 One Wam Ltd. in their ICICI PRUDENTIAL MUTUAL FUND A/C - ICICI PRUDENTIAL VALUE DISCOVERY FUND fund on NSE for the price of 600.0 . This was a Bulk deal and after this purchase, the stock showed 12.34% growth in 1 month, 16.62% growth in 3 months and 16.62% growth in 1 year."
04-12-2023,Computer Age Management Services Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,BSE,Block,2766,144000,0.0029,CAMS.NS,03-01-2024,03-03-2024,03-12-2024,-7.75,-0.9,-0.9,"Axis Group purchased 144000 shares of Computer Age Management Services Ltd. in their AXIS MUTUAL FUND fund on BSE for the price of 2766.0 . This was a Block deal and after this purchase, the stock showed -7.75% growth in 1 month, -0.9% growth in 3 months and -0.9% growth in 1 year."
04-12-2023,Computer Age Management Services Ltd.,Purchase,HDFC Group,HDFC STANDARD LIFE INSURANCE COMPANY LTD,BSE,Block,2766,57000,0.0011,CAMS.NS,03-01-2024,03-03-2024,03-12-2024,-7.75,-0.9,-0.9,"HDFC Group purchased 57000 shares of Computer Age Management Services Ltd. in their HDFC STANDARD LIFE INSURANCE COMPANY LTD fund on BSE for the price of 2766.0 . This was a Block deal and after this purchase, the stock showed -7.75% growth in 1 month, -0.9% growth in 3 months and -0.9% growth in 1 year."
04-12-2023,Computer Age Management Services Ltd.,Purchase,ICICI Group,ICICI BANK LIMITED,BSE,Block,2766,36500,0.0007,CAMS.NS,03-01-2024,03-03-2024,03-12-2024,-7.75,-0.9,-0.9,"ICICI Group purchased 36500 shares of Computer Age Management Services Ltd. in their ICICI BANK LIMITED fund on BSE for the price of 2766.0 . This was a Block deal and after this purchase, the stock showed -7.75% growth in 1 month, -0.9% growth in 3 months and -0.9% growth in 1 year."
04-12-2023,Computer Age Management Services Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,2766,976000,0.0198,CAMS.NS,03-01-2024,03-03-2024,03-12-2024,-7.75,-0.9,-0.9,"Kotak Group purchased 976000 shares of Computer Age Management Services Ltd. in their KOTAK MAHINDRA MUTUAL FUND fund on BSE for the price of 2766.0 . This was a Block deal and after this purchase, the stock showed -7.75% growth in 1 month, -0.9% growth in 3 months and -0.9% growth in 1 year."
04-12-2023,G R Infraprojects Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,1074.5,1805754,0.0187,GRINFRA.NS,03-01-2024,03-03-2024,03-12-2024,3.36,11.66,11.66,"SBI Group purchased 1805754 shares of G R Infraprojects Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 1074.5 . This was a Bulk deal and after this purchase, the stock showed 3.36% growth in 1 month, 11.66% growth in 3 months and 11.66% growth in 1 year."
05-12-2023,Swan Energy Ltd.,Purchase,SBI Group,SBI LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,414,4000000,0.0152,SWANENERGY.NS,04-01-2024,04-03-2024,04-12-2024,11.39,62.5,62.5,"SBI Group purchased 4000000 shares of Swan Energy Ltd. in their SBI LIFE INSURANCE COMPANY LIMITED fund on NSE for the price of 414.0 . This was a Bulk deal and after this purchase, the stock showed 11.39% growth in 1 month, 62.5% growth in 3 months and 62.5% growth in 1 year."
08-12-2023,Zomato Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCECOMPANY LTD.,NSE,Block,120.5,2480000,0.0003,ZOMATO.NS,07-01-2024,07-03-2024,07-12-2024,11.13,31.51,31.51,"ICICI Group purchased 2480000 shares of Zomato Ltd. in their ICICI PRUDENTIAL LIFE INSURANCECOMPANY LTD. fund on NSE for the price of 120.5 . This was a Block deal and after this purchase, the stock showed 11.13% growth in 1 month, 31.51% growth in 3 months and 31.51% growth in 1 year."
